DateTime,CO_mg_m3,CO_mg_m3_is_anomaly,CO_mg_m3_zscore
2004-03-10 18:00:00,2.6,False,-0.43918229534303516
2004-03-10 19:00:00,2.0,False,-0.9426818870117843
2004-03-10 20:00:00,2.2,False,-0.7349603051058046
2004-03-10 21:00:00,2.2,False,-0.29658973176263936
2004-03-10 22:00:00,1.6,False,-0.421526211746
2004-03-10 23:00:00,1.2,False,-0.8044873813163157
2004-03-11 00:00:00,1.2,False,-0.6603681392764621
2004-03-11 01:00:00,1.0,False,-0.5779800984498675
2004-03-11 02:00:00,0.9,False,-0.26506798045360913
2004-03-11 03:00:00,,False,
2004-03-11 04:00:00,,False,
2004-03-11 05:00:00,0.7,False,-2.873273342253533e-16
2004-03-11 06:00:00,0.7,False,-0.4827908851410885
2004-03-11 07:00:00,1.1,False,-0.6021592580467032
2004-03-11 08:00:00,2.0,False,-0.540782945596583
2004-03-11 09:00:00,2.2,False,-0.48790006918880435
2004-03-11 10:00:00,1.7,False,-0.6702339646124201
2004-03-11 11:00:00,1.5,False,-0.6973085306643139
2004-03-11 12:00:00,1.6,False,-0.563744706248425
2004-03-11 13:00:00,1.9,False,-0.2587568902009969
2004-03-11 14:00:00,2.9,False,0.6572154569783113
2004-03-11 15:00:00,2.2,False,0.15805347282764545
2004-03-11 16:00:00,2.2,False,-0.04455960265595266
2004-03-11 17:00:00,2.9,False,0.06798179873448157
2004-03-11 18:00:00,4.8,False,0.7297923498182621
2004-03-11 19:00:00,6.9,False,1.7605206664333706
2004-03-11 20:00:00,6.1,False,1.545170587562704
2004-03-11 21:00:00,3.9,False,0.9995715502250025
2004-03-11 22:00:00,1.5,False,-0.5382156139155421
2004-03-11 23:00:00,1.0,False,-1.0479820783319365
2004-03-12 00:00:00,1.7,False,-0.07150483036751501
2004-03-12 01:00:00,1.9,False,0.5758645051173275
2004-03-12 02:00:00,1.4,False,0.46423240452387105
2004-03-12 03:00:00,,False,
2004-03-12 04:00:00,,False,
2004-03-12 05:00:00,0.6,False,-0.258801455070132
2004-03-12 06:00:00,0.8,False,-0.2534276141628453
2004-03-12 07:00:00,1.4,False,-0.3508946221890335
2004-03-12 08:00:00,4.4,False,1.025979437024274
2004-03-12 09:00:00,,False,
2004-03-12 10:00:00,3.1,False,0.4378591305530039
2004-03-12 11:00:00,2.7,False,0.4345545915734131
2004-03-12 12:00:00,2.1,False,-0.05320216747127574
2004-03-12 13:00:00,2.5,False,0.28401579208213884
2004-03-12 14:00:00,2.7,False,0.48954442864005554
2004-03-12 15:00:00,2.9,False,0.8179960435816724
2004-03-12 16:00:00,2.8,False,0.47165919037716003
2004-03-12 17:00:00,2.4,False,-0.2560435971027668
2004-03-12 18:00:00,3.9,False,0.2515754495250041
2004-03-12 19:00:00,3.7,False,-0.004836103163465229
2004-03-12 20:00:00,6.6,False,1.8374950609817435
2004-03-12 21:00:00,4.4,False,1.3807954566919565
2004-03-12 22:00:00,3.5,False,1.7955724294752964
2004-03-12 23:00:00,5.4,True,4.308901256011723
2004-03-13 00:00:00,2.7,False,1.1062217874503795
2004-03-13 01:00:00,1.9,False,0.5758645051173275
2004-03-13 02:00:00,1.6,False,0.7559525585148634
2004-03-13 03:00:00,,False,
2004-03-13 04:00:00,,False,
2004-03-13 05:00:00,1.0,False,0.7764043652103952
2004-03-13 06:00:00,1.2,False,0.6640254697501262
2004-03-13 07:00:00,1.5,False,-0.2671397435698102
2004-03-13 08:00:00,2.7,False,-0.08381058399883294
2004-03-13 09:00:00,3.7,False,0.4834989087708642
2004-03-13 10:00:00,3.2,False,0.5170086373505343
2004-03-13 11:00:00,4.1,False,1.7550615675174273
2004-03-13 12:00:00,3.6,False,1.478425448860172
2004-03-13 13:00:00,2.8,False,0.5554021332237066
2004-03-13 14:00:00,2.0,False,-0.09730417054384038
2004-03-13 15:00:00,2.0,False,-0.030501547387791067
2004-03-13 16:00:00,2.5,False,0.2135497938606037
2004-03-13 17:00:00,2.3,False,-0.32084867627021657
2004-03-13 18:00:00,3.2,False,-0.12037102848086309
2004-03-13 19:00:00,4.2,False,0.27100089208604033
2004-03-13 20:00:00,4.2,False,0.43433758857035376
2004-03-13 21:00:00,4.2,False,1.228305894105175
2004-03-13 22:00:00,3.1,False,1.3288148207971289
2004-03-13 23:00:00,2.6,False,0.8999754977930302
2004-03-14 00:00:00,2.9,False,1.341767111013958
2004-03-14 01:00:00,2.8,False,1.7297091086845224
2004-03-14 02:00:00,2.5,False,2.068693251474328
2004-03-14 03:00:00,,False,
2004-03-14 04:00:00,,False,
2004-03-14 05:00:00,1.2,False,1.2940072753506588
2004-03-14 06:00:00,1.0,False,0.20529892779364045
2004-03-14 07:00:00,0.9,False,-0.7696690152851497
2004-03-14 08:00:00,1.4,False,-0.9324735412517973
2004-03-14 09:00:00,1.6,False,-0.8764596603726719
2004-03-14 10:00:00,2.2,False,-0.2744864306247686
2004-03-14 11:00:00,2.8,False,0.5288765184265567
2004-03-14 12:00:00,2.8,False,0.6615573868167329
2004-03-14 13:00:00,2.0,False,-0.16829477648714086
2004-03-14 14:00:00,1.8,False,-0.2649751988820963
2004-03-14 15:00:00,1.9,False,-0.12477905749550933
2004-03-14 16:00:00,3.0,False,0.6437321213881978
2004-03-14 17:00:00,2.9,False,0.06798179873448157
2004-03-14 18:00:00,2.5,False,-0.49231750648673056
2004-03-14 19:00:00,4.6,False,0.4916704882856445
2004-03-14 20:00:00,5.9,False,1.4282407981950884
2004-03-14 21:00:00,3.4,False,0.618347643758049
2004-03-14 22:00:00,2.1,False,0.16192079910170962
2004-03-14 23:00:00,2.2,False,0.4129861037617887
2004-03-15 00:00:00,1.8,False,0.04626783141427451
2004-03-15 01:00:00,1.8,False,0.447659549165417
2004-03-15 02:00:00,1.8,False,1.0476727125058556
2004-03-15 03:00:00,,False,
2004-03-15 04:00:00,,False,
2004-03-15 05:00:00,1.0,False,0.7764043652103952
2004-03-15 06:00:00,1.4,False,1.122752011706612
2004-03-15 07:00:00,2.2,False,0.3191444067647529
2004-03-15 08:00:00,5.5,False,1.7440788623921666
2004-03-15 09:00:00,8.1,True,3.332935910785892
2004-03-15 10:00:00,5.8,False,2.574895814086321
2004-03-15 11:00:00,4.2,False,1.8493834943705716
2004-03-15 12:00:00,3.1,False,0.9678829100830227
2004-03-15 13:00:00,2.9,False,0.6458642469375625
2004-03-15 14:00:00,2.9,False,0.6572154569783113
2004-03-15 15:00:00,2.5,False,0.4408860031507998
2004-03-15 16:00:00,2.3,False,0.04147686284956587
2004-03-15 17:00:00,2.8,False,0.0031767195670318357
2004-03-15 18:00:00,6.1,False,1.4205500946863014
2004-03-15 19:00:00,8.0,False,2.3673620559822828
2004-03-15 20:00:00,6.5,False,1.7790301662979358
2004-03-15 21:00:00,4.2,False,1.228305894105175
2004-03-15 22:00:00,3.2,False,1.4455042229666708
2004-03-15 23:00:00,1.4,False,-0.5609926843006949
2004-03-16 00:00:00,2.1,False,0.39958581675964283
