DateTime,CO_mg_m3_trend,CO_mg_m3_seasonal,CO_mg_m3_resid
2004-03-10 18:00:00,3.166366681032535,-0.22516938517567303,-0.34119729585686187
2004-03-10 19:00:00,3.1631352782968674,-0.8288159540643985,-0.3343193242324687
2004-03-10 20:00:00,3.159896959608496,-0.7199978992283969,-0.239899060380099
2004-03-10 21:00:00,3.156651690013786,-0.6483259523321906,-0.3083257376815953
2004-03-10 22:00:00,3.1533994400787586,-1.0989243474428028,-0.45447509263595576
2004-03-10 23:00:00,3.1501401869953347,-1.1697062291112996,-0.7804339578840351
2004-03-11 00:00:00,3.1468739176317433,-1.1331440203575336,-0.81372989727421
2004-03-11 01:00:00,3.143600632684739,-0.5816850915851263,-1.5619155410996126
2004-03-11 02:00:00,3.1403203485860645,-1.8084825280734413,-0.431837820512623
2004-03-11 05:00:00,3.137033098663033,-2.045083263937231,-0.3919498347258017
2004-03-11 06:00:00,3.1337389268360685,-1.397787259962239,-1.0359516668738298
2004-03-11 07:00:00,3.130437886946545,-1.2945895261308524,-0.7358483608156923
2004-03-11 08:00:00,3.1271300482199864,-0.9131114808198489,-0.21401856740013736
2004-03-11 09:00:00,3.123815493007974,-0.7874797769683932,-0.13633571603958083
2004-03-11 10:00:00,3.120494309890845,-1.1736047810801422,-0.2468895288107027
2004-03-11 11:00:00,3.1171665915049616,-1.5235235586773799,-0.09364303282758168
2004-03-11 12:00:00,3.1138324352540905,-1.7024164177367227,0.18858398248263208
2004-03-11 13:00:00,3.110491940748404,-1.5520229136205033,0.341530972872099
2004-03-11 14:00:00,3.10714520510112,-0.46343278157960993,0.25628757647848976
2004-03-11 15:00:00,3.103792320334416,-0.9420992248651837,0.03830690453076757
2004-03-11 16:00:00,3.1004333746653985,-1.005244114549497,0.10481073988409895
2004-03-11 17:00:00,3.0970684553715704,0.19712069725564565,-0.3941891526272161
2004-03-11 18:00:00,3.09369765021236,1.3843481716299033,0.3219541781577364
2004-03-11 19:00:00,3.0903210512788015,1.7453894394591716,2.0642895092620273
2004-03-11 20:00:00,3.086938746123248,2.0938432307414483,0.9192180231353029
2004-03-11 21:00:00,3.083550809556493,0.836032937561912,-0.01958374711840527
2004-03-11 22:00:00,3.0801573047501667,-1.0860155137494794,-0.49414179100068756
2004-03-11 23:00:00,3.076758294689915,-1.921243557752647,-0.1555147369372678
2004-03-12 00:00:00,3.073353849374505,-1.3681886914556933,-0.005165157918811669
2004-03-12 01:00:00,3.069944042850013,-0.7798517304121154,-0.39009231243789744
2004-03-12 02:00:00,3.0665289515278698,-1.6091416279331525,-0.05738732359471754
2004-03-12 05:00:00,3.063108657364343,-2.1211898996811294,-0.34191875768321367
2004-03-12 06:00:00,3.0596832459306107,-1.9773747227946237,-0.282308523135987
2004-03-12 07:00:00,3.0562528086570557,-1.0622009413479057,-0.5940518673091502
2004-03-12 08:00:00,3.0528174438585656,0.9413501713238065,0.4058323848176282
2004-03-12 10:00:00,3.049377257088949,-0.16665224682271323,0.21727498973376447
2004-03-12 11:00:00,3.0459323511161087,-0.4633373923463991,0.1174050412302905
2004-03-12 12:00:00,3.0424828254661165,-0.9824846678212624,0.04000184235514581
2004-03-12 13:00:00,3.0390287783405476,-0.9183489889948845,0.37932021065433696
2004-03-12 14:00:00,3.0355703068462425,-0.7204569487336705,0.3848866418874284
2004-03-12 15:00:00,3.0321075033004012,-0.4244542214392304,0.29234671813882906
2004-03-12 16:00:00,3.028640454407929,-0.41244902501482594,0.18380857060689682
2004-03-12 17:00:00,3.0251692425202488,-0.38130161784193334,-0.24386762467831558
2004-03-12 18:00:00,3.021693948307429,0.5830944771351464,0.2952115745574244
2004-03-12 19:00:00,3.0182146544461075,0.592712700945725,0.08907264460816755
2004-03-12 20:00:00,3.0147314412783532,2.672281772579909,0.9129867861417376
2004-03-12 21:00:00,3.0112443856095568,1.0240568871134639,0.3646987272769797
2004-03-12 22:00:00,3.0077535545940104,0.05044084604395154,0.4418055993620382
2004-03-12 23:00:00,3.0042590082145386,-1.3280718701391956,3.7238128619246575
2004-03-13 00:00:00,3.000760800794675,-0.7019012296939472,0.40114042889927237
2004-03-13 01:00:00,2.9972589844635844,-0.9480068180062148,-0.14925216645736983
2004-03-13 02:00:00,2.993753607426528,-1.039451795455187,-0.3543018119713408
2004-03-13 05:00:00,2.990244719430572,-0.9667330084973335,-1.0235117109332386
2004-03-13 06:00:00,2.986732376848129,-0.9521150208526001,-0.8346173559955292
2004-03-13 07:00:00,2.9832166483610827,-0.5565120437109993,-0.9267046046500833
2004-03-13 08:00:00,2.9796976154735906,-0.1857241504166481,-0.09397346505694237
2004-03-13 09:00:00,2.976175371145976,0.3274374891158676,0.3963871397381564
2004-03-13 10:00:00,2.9726500111700784,0.19787700590470148,0.029472982925220048
2004-03-13 11:00:00,2.9691216279451806,0.5838730094228981,0.5470053626319209
2004-03-13 12:00:00,2.965590311679954,0.07864252770596683,0.5557671606140793
2004-03-13 13:00:00,2.96205614592487,-0.5819043201764672,0.41984817425159715
2004-03-13 14:00:00,2.958519206334326,-1.3598112738972312,0.40129206756290525
2004-03-13 15:00:00,2.954979561836967,-1.3515875841101233,0.3966080222731563
