DateTime,Benzene_ug_m3_trend,Benzene_ug_m3_seasonal,Benzene_ug_m3_resid
2004-03-10 18:00:00,14.435267058496391,-0.680177577932594,-1.8550894805637963
2004-03-10 19:00:00,14.424260488238026,-3.0676501744058537,-1.9566103138321722
2004-03-10 20:00:00,14.413212190112358,-3.4406533705139593,-1.9725588195983974
2004-03-10 21:00:00,14.402121918157018,-2.5920224525713516,-2.6100994655856677
2004-03-10 22:00:00,14.390989467928172,-4.522962671352559,-3.368026796575613
2004-03-10 23:00:00,14.379814686955502,-5.571108623686033,-4.108706063269469
2004-03-11 00:00:00,14.368597487501525,-5.394906006014837,-5.373691481486688
2004-03-11 01:00:00,14.357337858777026,10.673246424067115,-21.73058428284414
2004-03-11 02:00:00,14.34603586364827,-9.593964596653223,-2.4520712669950466
2004-03-11 05:00:00,14.334691588545267,-11.024279915508808,-2.210411673036459
2004-03-11 06:00:00,14.323305160225653,-6.563544097348451,-6.159761062877202
2004-03-11 07:00:00,14.311876759638333,-6.660605788505763,-4.451270971132569
2004-03-11 08:00:00,14.30040665291184,-4.917163009850587,-1.3832436430612542
2004-03-11 09:00:00,14.288895180949043,-4.452529215116093,-0.33636596583294853
2004-03-11 10:00:00,14.277342719569095,-6.7758793373774076,-1.2014633821916867
2004-03-11 11:00:00,14.265749660113315,-8.445562841381468,-0.8201868187318464
2004-03-11 12:00:00,14.254116416282777,-9.810940382887727,0.7568239666049514
2004-03-11 13:00:00,14.24244341692936,-8.303401152447282,1.360957735517923
2004-03-11 14:00:00,14.230731082132179,-4.195689987093373,1.464958904961195
2004-03-11 15:00:00,14.218979809958736,-4.807454122275668,-0.6115256876830664
2004-03-11 16:00:00,14.20718997995661,-6.2717054935241,0.3645155135674898
2004-03-11 17:00:00,14.195361976505497,-0.5972855288789671,-2.398076447626531
2004-03-11 18:00:00,14.183496191547341,5.759975591407946,0.8565282170447137
2004-03-11 19:00:00,14.171593045790972,8.964783233323354,4.263623720885674
2004-03-11 20:00:00,14.159652947790844,7.68619898119945,2.154148071009706
2004-03-11 21:00:00,14.14767625228638,0.4498194166463096,-1.7974956689326902
2004-03-11 22:00:00,14.135663283959158,-8.474298353088304,-0.9613649308708538
2004-03-11 23:00:00,14.123614388611543,-10.978986111932521,-0.5446282766790222
2004-03-12 00:00:00,14.111529934041515,-6.91564510285747,-1.2958848311840452
2004-03-12 01:00:00,14.099410304762877,-5.325152722022021,-2.3742575827408565
2004-03-12 02:00:00,14.087255913025997,-9.078808308517036,-0.9084476045089609
2004-03-12 05:00:00,14.075067209351026,-11.429597703683536,-1.6454695056674904
2004-03-12 06:00:00,14.06284467102651,-7.6942973263818155,-4.568547344644694
2004-03-12 07:00:00,14.05058881365147,-6.660575680447321,-2.9900131332041475
2004-03-12 08:00:00,14.038300218095179,1.955512826032013,1.9061869558728066
