DateTime,NMHC_ppb_trend,NMHC_ppb_seasonal,NMHC_ppb_resid
2004-03-10 18:00:00,163.39600982431537,-7.844981393083319,-5.551028431232055
2004-03-10 19:00:00,163.4960098519318,-35.321927301805886,-16.174082550125917
2004-03-10 20:00:00,163.5957794777044,684.9091141127473,-760.5048935904517
2004-03-10 21:00:00,163.6953161138431,-81.66020488378025,-2.035111230062853
2004-03-10 22:00:00,163.79461719780696,-112.94788102145299,0.15326382364602864
2004-03-10 23:00:00,163.89368015613738,-99.12783207746236,-26.76584807867502
2004-03-11 00:00:00,163.9925024717956,-128.03060974000522,-4.961892731790385
2004-03-11 01:00:00,164.09108196790933,-149.78764154314604,16.696559575236705
2004-03-11 02:00:00,164.18941653445117,-151.0091479833355,10.81973144888434
2004-03-11 05:00:00,164.2875037770819,-170.08547248893515,13.797968711853258
2004-03-11 06:00:00,164.3853410122868,-167.18835172844229,18.803010716155484
2004-03-11 07:00:00,164.48292523226425,-147.59032871988697,12.107403487622719
2004-03-11 08:00:00,164.58025305324225,-115.88357198174228,15.303318928500033
2004-03-11 09:00:00,164.67732077715704,-19.64808741954917,-58.029233357607865
2004-03-11 10:00:00,164.77412457093766,-72.27648384786694,-15.497640723070731
2004-03-11 11:00:00,164.87066115331734,-120.99077277123527,-0.879888382082072
2004-03-11 12:00:00,164.96692756270045,-112.54631262542608,8.579385062725635
2004-03-11 13:00:00,165.06292083993972,-116.23609772650914,14.173176886569422
2004-03-11 14:00:00,165.15863783906852,29.138653714253206,-30.297291553321713
2004-03-11 15:00:00,165.2540752633554,-94.9111706567932,8.657095393437828
2004-03-11 16:00:00,165.34923008083348,-52.716600345548734,-17.632629735284752
2004-03-11 17:00:00,165.44409926688522,-24.57510585261705,9.131006585731825
2004-03-11 18:00:00,165.5386799338062,151.78026709584208,-10.318947029648285
2004-03-11 19:00:00,165.63296913918978,288.0482189663004,7.318811894509821
2004-03-11 20:00:00,165.72696399334194,217.14328785766676,18.129748148991297
2004-03-11 21:00:00,165.82066146964533,58.35228881987142,-27.172950289516763
2004-03-11 22:00:00,165.91405835178463,-107.54123267714648,2.6271743253618354
2004-03-11 23:00:00,166.00715165532657,-117.25432388281955,-22.752827772507004
2004-03-12 00:00:00,166.0999384875599,-98.5751023556613,-12.52483613189861
2004-03-12 01:00:00,166.19241623342265,-111.06976949657331,-2.122646736849333
2004-03-12 02:00:00,166.2845824838258,-112.50079960114839,-13.7837828826774
2004-03-12 05:00:00,166.37643491673157,-152.21828445537452,-7.158150461357053
2004-03-12 06:00:00,166.46797138599453,-149.28548635537408,-0.1824850306204553
2004-03-12 07:00:00,166.55918985833827,-132.38577285031124,-1.1734170080270303
2004-03-12 08:00:00,166.65008831436847,8.945827356508115,26.404084329123407
2004-03-12 10:00:00,166.74066466275346,73.52793574285465,-32.26860040560811
2004-03-12 11:00:00,166.830916594786,9.685642987619326,-10.516559582405336
2004-03-12 12:00:00,166.9208420957926,-40.54745817346081,-12.373383922331783
2004-03-12 13:00:00,167.0104393852511,-30.7455298004263,3.735090415175222
2004-03-12 14:00:00,167.09970683584982,-26.67104703958934,28.57134020373951
2004-03-12 15:00:00,167.18864272921377,11.080429905837782,6.730927364948457
2004-03-12 16:00:00,167.27724500128042,12.166497562534957,-14.443742563815391
2004-03-12 17:00:00,167.36551146444802,-18.612942218071243,-15.752569246376765
2004-03-12 18:00:00,167.45344010696064,56.28733308852744,9.259226804511911
2004-03-12 19:00:00,167.541029098538,93.08721644374967,-18.628245542287658
2004-03-12 20:00:00,167.62827659334363,312.67040562543207,7.701317781224304
2004-03-12 21:00:00,167.71518089568247,161.60541395036074,3.679405153956793
2004-03-12 22:00:00,167.8017402615267,71.37540822001125,-24.177148481537955
2004-03-12 23:00:00,167.88795294444546,197.25488118005785,1.8571658754966904
2004-03-13 00:00:00,167.97381743540075,-55.76529389811734,9.791476462716588
2004-03-13 01:00:00,168.05933224212296,-98.20167680244023,-2.8576554396827305
2004-03-13 02:00:00,168.14449576832195,-111.97301084436019,-13.171484923961742
2004-03-13 05:00:00,168.22930645612882,-127.16961795175446,-11.059688504374378
2004-03-13 06:00:00,168.3137629261079,-138.7839924502644,-2.529770475843492
2004-03-13 07:00:00,168.3978639621699,-126.55754583926516,5.159681877095267
2004-03-13 08:00:00,168.48160839638055,-57.82706803750359,21.34545964112303
2004-03-13 09:00:00,168.56499496296038,31.226881896318844,39.20812314072077
2004-03-13 10:00:00,168.64802207283725,-6.037361843701941,-2.6106602291353056
2004-03-13 11:00:00,168.7306877155381,126.61951518816956,-12.35020290370764
2004-03-13 12:00:00,168.81298983940377,83.28965558109162,-42.10264542049539
2004-03-13 13:00:00,168.89492661739635,-41.65321528825476,26.758288670858406
2004-03-13 14:00:00,168.9764965711524,-69.18326764082789,12.206771069675483
2004-03-13 15:00:00,169.0576980213272,-36.279784736694616,-24.777913284632604
2004-03-13 16:00:00,169.13852915337438,-26.545256654489666,-31.593272498884716
2004-03-13 17:00:00,169.21898844144644,-43.02191369032088,-29.19707475112557
2004-03-13 18:00:00,169.2990748042541,46.077483822359206,-24.376558626613303
2004-03-13 19:00:00,169.3787875975404,72.82642300757313,15.794789394886493
2004-03-13 20:00:00,169.45812647209667,114.47056669679257,0.07130683111077474
2004-03-13 21:00:00,169.5370910035534,100.32620732494662,-0.863298328500008
2004-03-13 22:00:00,169.61568075304032,11.667115682852575,-1.282796435892891
2004-03-13 23:00:00,169.6938953185688,-37.199435102976565,-16.494460215592227
2004-03-14 00:00:00,169.77173438105282,-104.90444645689168,28.13271207583884
2004-03-14 01:00:00,169.84919775064242,-22.776819975927918,-16.07237777471451
2004-03-14 02:00:00,169.92628507389625,-71.13491516578229,-6.791369908113978
2004-03-14 05:00:00,170.0029961377292,-117.90289033818772,-20.100105799541495
2004-03-14 06:00:00,170.07933092403536,-124.25622928214499,-16.82310164189036
2004-03-14 07:00:00,170.15528971811622,-141.30767257895027,-1.8476171391659477
2004-03-14 08:00:00,170.23087308144727,-150.31694312992695,16.086070048479684
2004-03-14 09:00:00,170.30608165153356,-107.64951239740455,-5.6565692541290105
2004-03-14 10:00:00,170.38091597546904,-58.57600690946964,17.195090934000604
2004-03-14 11:00:00,170.4553766281458,-23.187809022166928,0.7324323940211173
2004-03-14 12:00:00,170.5294640746719,-13.47021365298213,-12.059250421689768
2004-03-14 13:00:00,170.60317881292968,-61.64076883213366,-15.962409980796025
2004-03-14 14:00:00,170.676521562738,-94.22144519741555,7.544923634677559
2004-03-14 15:00:00,170.7494932865694,-70.94434909504902,-0.8051441915203839
2004-03-14 16:00:00,170.82209498130737,-2.6114855124948444,-18.21060946881252
2004-03-14 17:00:00,170.8943277527953,4.866440115199187,-19.760767867994502
2004-03-14 18:00:00,170.96619303255022,-66.95457342004775,17.98838038749753
2004-03-14 19:00:00,171.0376925542231,75.74257372279511,15.2197337229818
2004-03-14 20:00:00,171.10882797251756,169.76899445181172,0.12217757567071885
2004-03-14 21:00:00,171.17960082689305,34.16283688431418,8.657562288792775
2004-03-14 22:00:00,171.25001268556784,-71.98406324351596,0.7340505579481089
2004-03-14 23:00:00,171.32006511533908,-93.04705426352234,0.7269891481832644
2004-03-15 00:00:00,171.38975974661395,-131.7167914029567,26.32703165634274
2004-03-15 01:00:00,171.45909823019687,-131.56240612015105,33.10330788995418
2004-03-15 02:00:00,171.5280819430024,-142.38689387038693,36.85881192738452
2004-03-15 05:00:00,171.59671183023767,-128.74094589677787,-3.855765933459793
2004-03-15 06:00:00,171.66498844101693,-132.72310843742267,12.058119996405736
2004-03-15 07:00:00,171.73291228987657,-79.9635933812074,15.230681091330837
2004-03-15 08:00:00,171.80048376833597,163.52138742131424,0.67812881034979
2004-03-15 09:00:00,171.86770309600416,445.4610562747946,0.6712406292012361
2004-03-15 10:00:00,171.9345704754133,265.4010516042799,0.6643779203067766
2004-03-15 11:00:00,172.0010861355098,176.6443939707984,-14.645480106308213
2004-03-15 12:00:00,172.06725038058195,3.9375673062916743,44.99518231312638
2004-03-15 13:00:00,172.1330636184344,18.626584343136404,16.240352038429194
2004-03-15 14:00:00,172.1985258104667,-4.397410823542128,23.198885013075426
2004-03-15 15:00:00,172.26363654464714,13.889995301869424,-1.1536318465165607
2004-03-15 16:00:00,172.32839507565382,-7.72985231119233,-23.598542764461484
2004-03-15 17:00:00,172.39280066255148,30.610153962977833,10.997045374470673
2004-03-15 18:00:00,172.4568528261171,217.7668540132828,80.77629316060009
2004-03-15 19:00:00,172.52055085406474,511.8755657421904,0.6038834037448453
2004-03-15 20:00:00,172.58389330903142,313.95065656856895,51.46545012239963
2004-03-15 21:00:00,172.64687837187125,149.03185671981043,-2.6787350916816877
2004-03-15 22:00:00,172.70950355445711,55.997881792392164,-4.707385346849264
2004-03-15 23:00:00,172.77176615094677,-106.34957675981354,0.5778106088667698
2004-03-16 00:00:00,172.83366339568983,-13.17413986524706,-4.659523530442755
2004-03-16 01:00:00,172.8951924084897,-143.40271577444994,19.507523365960253
2004-03-16 02:00:00,172.95635015696988,-135.4730429098996,-8.483307247070286
2004-03-16 05:00:00,173.0171332084872,-168.6537818066776,12.636648598190419
2004-03-16 06:00:00,173.0775379483819,-113.29806164574107,-32.7794763026408
2004-03-16 07:00:00,173.13756050871018,-103.84531568496655,-19.29224482374363
2004-03-16 08:00:00,173.197197310043,8.666679317779419,36.136123372177565
2004-03-16 09:00:00,173.25644485776164,107.5542731803891,4.189281961849275
2004-03-16 10:00:00,173.31529894722183,268.7433746943988,-5.058673641620658
2004-03-16 11:00:00,173.37375490142617,168.93084718988553,-15.304602091311693
2004-03-16 12:00:00,173.4318078512068,117.77837541596882,-8.210183267175609
2004-03-16 13:00:00,173.48945289783953,192.0075892188919,0.5029578832685786
2004-03-16 14:00:00,173.54668497995212,143.95636196418886,0.4969530558590236
2004-03-16 15:00:00,173.60349864998295,43.620051331361495,10.776450018655567
2004-03-16 16:00:00,173.65988792910804,25.873514039348738,1.4665980315432137
2004-03-16 17:00:00,173.7158460806056,7.985342743240293,17.298811176154118
2004-03-16 18:00:00,173.771365564792,21.499619062677134,41.72901537253085
2004-03-16 19:00:00,173.82643756269132,46.361023027162666,40.812539410146
2004-03-16 20:00:00,173.8810513286399,41.38164054550291,14.737308125857197
2004-03-16 21:00:00,173.9351939800022,131.88644880120285,43.17835721879496
2004-03-16 22:00:00,173.98885057888057,6.410216133519959,2.6009332875994744
2004-03-16 23:00:00,174.04200367786174,-50.76899399430133,-35.27300968356042
2004-03-17 00:00:00,174.09463386334485,-84.35709313616249,-4.737540727182363
2004-03-17 01:00:00,174.1467203424928,-125.2531186956951,-1.8936016467977197
2004-03-17 02:00:00,174.19824027780462,-138.9900201147773,-1.2082201630273062
2004-03-17 05:00:00,174.24916826308234,-147.55745125375873,-15.691717009323611
2004-03-17 06:00:00,174.29947602793303,-144.43131267627058,-11.868163351662446
2004-03-17 07:00:00,174.34913238503762,-103.30120348058252,12.95207109554488
2004-03-17 08:00:00,174.398102673392,71.56085436662461,14.0410429599834
2004-03-17 09:00:00,174.44634761944366,345.5114060206462,14.042246359910166
2004-03-17 10:00:00,174.49382257122087,198.0469319051406,-4.540754476361485
2004-03-17 11:00:00,174.54047698528785,-13.226983992350213,38.686507007062346
2004-03-17 12:00:00,174.58625401876355,9.685838803612837,-39.27209282237638
2004-03-17 13:00:00,174.6310893897546,25.829952621975234,-12.46104201172983
2004-03-17 14:00:00,174.6749123139956,-48.64569507329088,25.970782759295275
2004-03-17 15:00:00,174.71764458547145,-90.22642640508735,18.508781819615905
2004-03-17 16:00:00,174.75919886081505,6.720551106948384,11.52025003223656
2004-03-17 17:00:00,174.7994782328663,-44.23632862198307,3.4368503891167563
2004-03-17 18:00:00,174.8383764195484,152.71721664622385,58.44440693422774
2004-03-17 19:00:00,174.875777977007,-8.747501684832827,410.8717237078258
2004-03-17 20:00:00,174.91155803453236,347.7486100068397,0.3398319586279115
2004-03-17 21:00:00,174.9455848373205,296.72000938802773,0.33440577465177057
2004-03-17 22:00:00,174.9777224612869,2.9973423122436302,28.024935226469466
2004-03-17 23:00:00,175.0078340409418,49.570324914197194,-8.578158955138974
2004-03-18 00:00:00,175.03578593462822,-8.555760508863102,-7.48002542576512
2004-03-18 01:00:00,175.06145532782284,-132.0651660355844,27.00371070776157
2004-03-18 02:00:00,175.01170840057304,-131.31846986121445,0.3067614606414111
2004-03-18 05:00:00,174.9588223025469,-155.25973773723555,0.30091543468864757
2004-03-18 06:00:00,174.90279598753725,-149.1978715067663,0.2950755192290444
2004-03-18 07:00:00,174.84363825153955,-103.40070473741231,6.5570664858727525
2004-03-18 08:00:00,174.7813685416344,143.9352188097783,0.2834126485873014
2004-03-18 09:00:00,174.71601147299484,326.2101052400927,5.073883286912491
2004-03-22 16:00:00,174.64758653173476,276.0806434297742,0.2717700384910131
2004-03-22 17:00:00,174.57611996570856,-20.619447578394514,31.043327612685943
2004-03-22 18:00:00,174.50164503277293,13.098003555106418,238.40035141212067
2004-03-22 19:00:00,174.42419234030876,497.32146874146787,0.2543389182233682
2004-03-22 20:00:00,174.34379901176723,-80.29991727042871,529.9561182586615
