DateTime,NO2_ug_m3_trend,NO2_ug_m3_seasonal,NO2_ug_m3_resid
2004-03-10 18:00:00,122.16266830534184,11.014155330829434,-20.176823636171278
2004-03-10 19:00:00,122.13143820207523,-5.705192903162927,-24.426245298912306
2004-03-10 20:00:00,122.0999101980788,3.0906929669891907,-11.190603165067998
2004-03-10 21:00:00,122.06808261931823,8.780236464402932,-8.848319083721165
2004-03-10 22:00:00,122.035954035308,1.6142227217055494,-7.65017675701354
2004-03-10 23:00:00,122.00352318605859,-3.02101541797701,-22.982507768081575
2004-03-11 00:00:00,121.97078900516198,-16.883490699012587,-28.087298306149393
2004-03-11 01:00:00,121.93775081294959,-14.85693353275712,-31.080817280192463
2004-03-11 02:00:00,121.90440841719521,-27.00546844967611,-34.89893996751911
2004-03-11 05:00:00,121.87076215587484,-77.91424607809834,-15.956516077776499
2004-03-11 06:00:00,121.83681288584974,-40.77147330715594,-33.06533957869381
2004-03-11 07:00:00,121.80256185712814,-19.293691376558673,-20.50887048056947
2004-03-11 08:00:00,121.76801080363009,-10.361270626798587,0.5932598231684949
2004-03-11 09:00:00,121.73316181012778,-15.951807154774599,-4.781354655353184
2004-03-11 10:00:00,121.69801704340139,-20.55108427783206,-3.146932765569332
2004-03-11 11:00:00,121.66257875293405,-33.71643477545006,4.053856022516015
2004-03-11 12:00:00,121.62684924481513,-37.96309469512472,11.336245450309576
2004-03-11 13:00:00,121.5908307611949,-24.90561038961995,15.314779628425043
2004-03-11 14:00:00,121.5545253548869,-4.845089014881627,11.290563659994731
2004-03-11 15:00:00,121.51793483208277,15.543779295310554,-11.06171412739333
2004-03-11 16:00:00,121.48106085707988,22.562038561734465,-13.04309941881435
2004-03-11 17:00:00,121.44390524788473,18.1444692550738,-4.58837450295853
2004-03-11 18:00:00,121.40647004429248,27.243438551311513,2.350091404396011
2004-03-11 19:00:00,121.36875739122414,38.83517383883795,11.796068769937904
2004-03-11 20:00:00,121.33076939901856,32.681804646112504,10.987425954868925
2004-03-11 21:00:00,121.29250801045012,16.775600698738327,-2.0681087091884507
2004-03-11 22:00:00,121.25397502077614,-19.140694103990477,-17.113280916785655
2004-03-11 23:00:00,121.21517228100616,-51.25971953743926,-16.95545274356691
2004-03-12 00:00:00,121.17610191117772,-7.867114344380236,-16.308987566797484
2004-03-12 01:00:00,121.13676634155985,2.421519140672265,-13.558285482232108
2004-03-12 02:00:00,121.09716829932611,-12.034068358723838,-18.06309994060227
2004-03-12 05:00:00,121.05731079039089,-44.877282735280545,-32.18002805511034
2004-03-12 06:00:00,121.01719716949052,-23.98185014816711,-26.035347021323403
2004-03-12 07:00:00,120.97683125899476,-6.815720885635142,-10.16111037335962
2004-03-12 08:00:00,120.93621729763726,15.6679176214736,4.395865080889138
2004-03-12 10:00:00,120.8953597339092,-5.403476775281877,6.508117041372671
2004-03-12 11:00:00,120.85426301343557,5.612010848485171,16.53372613807926
2004-03-12 12:00:00,120.81293148538086,-13.627108315811158,5.8141768304302985
2004-03-12 13:00:00,120.77136931623727,-14.527132512666677,9.755763196429399
2004-03-12 14:00:00,120.7295805663753,-7.675124027230507,9.945543460855205
2004-03-12 15:00:00,120.68756917383038,-0.47864962170258707,5.791080447872204
2004-03-12 16:00:00,120.64533895173811,0.5998201398978706,-1.2451590916359834
2004-03-12 17:00:00,120.60289365262027,-7.357531955597966,5.754638302977696
2004-03-12 18:00:00,120.56023703929826,13.528448583523954,14.911314377177789
2004-03-12 19:00:00,120.51737280161576,12.132820311175681,12.349806887208544
2004-03-12 20:00:00,120.47430444493003,26.359341092043888,23.166354463026096
2004-03-12 21:00:00,120.43103526461698,11.542276477359389,17.026688258023626
2004-03-12 22:00:00,120.3875682622931,-0.09615378396894539,18.708585521675857
2004-03-12 23:00:00,120.34390616814959,-7.448785487534612,21.104879319385034
2004-03-13 00:00:00,120.30005143059356,-24.73283987726968,17.432788446676113
2004-03-13 01:00:00,120.25600619580993,-25.12025351097749,1.8642473151675603
2004-03-13 02:00:00,120.21177237202667,-27.225331709452423,-10.986440662574253
2004-03-13 05:00:00,120.16735183063659,-28.95148923290037,-26.21586259773622
2004-03-13 06:00:00,120.12274661827402,-29.56028755799167,-30.56245906028235
2004-03-13 07:00:00,120.07795913743715,-18.972936403086248,-24.105022734350896
2004-03-13 08:00:00,120.03299220310866,-15.013980548726895,-9.01901165438177
2004-03-13 09:00:00,119.9878489753328,-7.1877573307201,6.199908355387308
2004-03-13 10:00:00,119.94253277203309,0.23696990249955993,5.820497325467343
2004-03-13 11:00:00,119.89704687438694,15.057954772269255,23.0449983533438
2004-03-13 12:00:00,119.85139444849405,15.415706211593102,25.732899339912862
2004-03-13 13:00:00,119.80557837518354,-13.31023097266702,17.504652597483485
2004-03-13 14:00:00,119.75960120019815,-38.79343223676392,21.033831036565772
2004-03-13 15:00:00,119.71346518340054,-22.235857507428356,18.52239232402782
2004-03-13 16:00:00,119.66717228507682,-5.15736521334847,9.490192928271654
2004-03-13 17:00:00,119.62072419567887,-8.709901952974757,14.089177757295872
2004-03-13 18:00:00,119.57412241127871,5.979447803780785,22.44642978494052
2004-03-13 19:00:00,119.52736818729363,9.29426850937514,36.178363303331224
