DateTime,NO2_ug_m3,NO2_ug_m3_is_anomaly,NO2_ug_m3_zscore
2004-03-10 18:00:00,113.0,False,-0.7158323998648896
2004-03-10 19:00:00,92.0,False,-1.254436904973882
2004-03-10 20:00:00,114.0,False,-0.6806860820562565
2004-03-10 21:00:00,122.0,False,-0.19937394360617752
2004-03-10 22:00:00,116.0,False,0.022847250969677938
2004-03-10 23:00:00,96.0,False,-0.3662394961766064
2004-03-11 00:00:00,77.0,False,-0.7276445791627528
2004-03-11 01:00:00,76.0,False,-0.4049790556504382
2004-03-11 02:00:00,60.0,False,-0.4709412777398544
2004-03-11 03:00:00,,False,
2004-03-11 04:00:00,,False,
2004-03-11 05:00:00,28.0,False,-1.2594162173590515
2004-03-11 06:00:00,48.0,False,-0.9011655252292664
2004-03-11 07:00:00,82.0,False,-0.39258074719378977
2004-03-11 08:00:00,112.0,False,-0.17412416572379813
2004-03-11 09:00:00,101.0,False,-0.5799536339288726
2004-03-11 10:00:00,98.0,False,-0.7276469561385659
2004-03-11 11:00:00,92.0,False,-0.8053831850584958
2004-03-11 12:00:00,95.0,False,-0.672634019849484
2004-03-11 13:00:00,112.0,False,-0.1694090770226583
2004-03-11 14:00:00,128.0,False,0.264896346093037
2004-03-11 15:00:00,126.0,False,0.2330170221905455
2004-03-11 16:00:00,131.0,False,0.19960988721250406
2004-03-11 17:00:00,135.0,False,0.005291959858092695
2004-03-11 18:00:00,151.0,False,0.12495023884807763
2004-03-11 19:00:00,172.0,False,0.4777602110626824
2004-03-11 20:00:00,165.0,False,0.43833720559159756
2004-03-11 21:00:00,136.0,False,0.10832911741427376
2004-03-11 22:00:00,85.0,False,-0.8039104960965748
2004-03-11 23:00:00,53.0,False,-1.6424522320589654
2004-03-12 00:00:00,97.0,False,-0.1771298889585575
2004-03-12 01:00:00,110.0,False,0.5103553522720744
2004-03-12 02:00:00,91.0,False,0.426964946737175
2004-03-12 03:00:00,,False,
2004-03-12 04:00:00,,False,
2004-03-12 05:00:00,44.0,False,-0.6141506927827672
2004-03-12 06:00:00,71.0,False,-0.006251006616114528
2004-03-12 07:00:00,104.0,False,0.30899971208643146
2004-03-12 08:00:00,141.0,False,0.44607406865602073
2004-03-12 09:00:00,,False,
2004-03-12 10:00:00,122.0,False,-0.22004304263329477
2004-03-12 11:00:00,143.0,False,0.30581216592076194
2004-03-12 12:00:00,113.0,False,-0.2484627705974625
2004-03-12 13:00:00,116.0,False,-0.07264876970141819
2004-03-12 14:00:00,123.0,False,0.15065230542791216
2004-03-12 15:00:00,126.0,False,0.2330170221905455
2004-03-12 16:00:00,120.0,False,-0.07143256920753067
2004-03-12 17:00:00,119.0,False,-0.3648428325022033
2004-03-12 18:00:00,149.0,False,0.08069852102107934
2004-03-12 19:00:00,145.0,False,-0.10685631559965807
2004-03-12 20:00:00,170.0,False,0.5480453710472696
2004-03-12 21:00:00,149.0,False,0.3940533883618357
2004-03-12 22:00:00,139.0,False,0.6362481600833494
2004-03-12 23:00:00,134.0,False,0.7615764099519899
2004-03-13 00:00:00,113.0,False,0.2632818632047988
2004-03-13 01:00:00,97.0,False,0.16037454924287842
2004-03-13 02:00:00,82.0,False,0.16628249446965035
2004-03-13 03:00:00,,False,
2004-03-13 04:00:00,,False,
2004-03-13 05:00:00,65.0,False,0.23276030822360583
2004-03-13 06:00:00,60.0,False,-0.4342536024745785
2004-03-13 07:00:00,77.0,False,-0.5520308515756582
2004-03-13 08:00:00,96.0,False,-0.5163025019333534
2004-03-13 09:00:00,119.0,False,-0.21264526318047916
2004-03-13 10:00:00,126.0,False,-0.13544239038241623
2004-03-13 11:00:00,158.0,False,0.6326343279734848
2004-03-13 12:00:00,161.0,False,0.8826605607412614
2004-03-13 13:00:00,124.0,False,0.12087184494106205
2004-03-13 14:00:00,102.0,False,-0.3291726653656123
2004-03-13 15:00:00,116.0,False,-0.00951089886492019
2004-03-13 16:00:00,124.0,False,0.02712832403611832
2004-03-13 17:00:00,125.0,False,-0.22604228536709228
2004-03-13 18:00:00,148.0,False,0.058572662107580206
2004-03-13 19:00:00,165.0,False,0.326192963409483
2004-03-13 20:00:00,161.0,False,0.35057067322706
2004-03-13 21:00:00,159.0,False,0.6138412890907294
2004-03-13 22:00:00,143.0,False,0.7429265790596401
2004-03-13 23:00:00,130.0,False,0.6428589461489798
2004-03-14 00:00:00,129.0,False,0.703693615368155
2004-03-14 01:00:00,119.0,False,0.7526497543692101
2004-03-14 02:00:00,104.0,False,0.8035062666791551
2004-03-14 03:00:00,,False,
2004-03-14 04:00:00,,False,
2004-03-14 05:00:00,70.0,False,0.43440578465369467
2004-03-14 06:00:00,63.0,False,-0.3175256217859065
2004-03-14 07:00:00,67.0,False,-0.870931060339395
2004-03-14 08:00:00,84.0,False,-0.7729362540905198
2004-03-14 09:00:00,83.0,False,-0.9472620046772658
2004-03-14 10:00:00,98.0,False,-0.7276469561385659
2004-03-14 11:00:00,114.0,False,-0.3260440140478356
2004-03-14 12:00:00,119.0,False,-0.10707235418012201
2004-03-14 13:00:00,104.0,False,-0.36292969166513855
2004-03-14 14:00:00,102.0,False,-0.3291726653656123
2004-03-14 15:00:00,107.0,False,-0.2277860278148393
2004-03-14 16:00:00,129.0,False,0.15032944059067957
2004-03-14 17:00:00,128.0,False,-0.1566420117995368
2004-03-14 18:00:00,121.0,False,-0.5388255285568965
2004-03-14 19:00:00,157.0,False,0.15297325180582658
2004-03-14 20:00:00,173.0,False,0.6138702703206728
2004-03-14 21:00:00,146.0,False,0.3281170181431675
2004-03-14 22:00:00,121.0,False,0.1561952746900413
2004-03-14 23:00:00,119.0,False,0.31638592069070187
2004-03-15 00:00:00,99.0,False,-0.12207841993813796
2004-03-15 01:00:00,93.0,False,0.052688148310818105
2004-03-15 02:00:00,88.0,False,0.34007079598133344
2004-03-15 03:00:00,,False,
2004-03-15 04:00:00,,False,
2004-03-15 05:00:00,74.0,False,0.5957221657977657
2004-03-15 06:00:00,80.0,False,0.34393293544990144
2004-03-15 07:00:00,89.0,False,-0.1693506010591739
2004-03-15 08:00:00,114.0,False,-0.13135187369760373
2004-03-15 09:00:00,149.0,False,0.3995353547335097
2004-03-15 10:00:00,157.0,False,0.5202126645618923
2004-03-15 11:00:00,155.0,False,0.5672698955629403
2004-03-15 12:00:00,134.0,False,0.24640368686322922
2004-03-15 13:00:00,119.0,False,-7.853921048809547e-05
2004-03-15 14:00:00,111.0,False,-0.12353339216838753
2004-03-15 15:00:00,104.0,False,-0.300544404131479
2004-03-15 16:00:00,99.0,False,-0.588877258736688
2004-03-15 17:00:00,110.0,False,-0.5730436532048698
2004-03-15 18:00:00,162.0,False,0.3683346868965681
2004-03-15 19:00:00,187.0,False,0.8025471703195383
2004-03-15 20:00:00,165.0,False,0.43833720559159756
2004-03-15 21:00:00,145.0,False,0.3061382280702782
2004-03-15 22:00:00,125.0,False,0.262873693666332
2004-03-15 23:00:00,101.0,False,-0.21784266642284372
2004-03-16 00:00:00,103.0,False,-0.011975481897298891
2004-03-16 01:00:00,88.0,False,-0.08191985285425728
2004-03-16 02:00:00,61.0,False,-0.44197656082124054
2004-03-16 03:00:00,,False,
2004-03-16 04:00:00,,False,
2004-03-16 05:00:00,52.0,False,-0.29151793049462515
2004-03-16 06:00:00,64.0,False,-0.2786162948896825
2004-03-16 07:00:00,70.0,False,-0.775260997710274
2004-03-16 08:00:00,97.0,False,-0.4949163559202562
2004-03-16 09:00:00,95.0,False,-0.7023897575116703
2004-03-16 10:00:00,150.0,False,0.37216152312285494
2004-03-16 11:00:00,162.0,False,0.7197869045208776
2004-03-16 12:00:00,154.0,False,0.7177050749210309
2004-03-16 13:00:00,161.0,False,1.0159046876625333
2004-03-16 14:00:00,161.0,False,1.0189070144828611
2004-03-16 15:00:00,128.0,False,0.2815226064016386
2004-03-16 16:00:00,129.0,False,0.15032944059067957
2004-03-16 17:00:00,133.0,False,-0.0409748891869443
2004-03-16 18:00:00,139.0,False,-0.14056006811391203
2004-03-16 19:00:00,137.0,False,-0.2800760272033145
2004-03-16 20:00:00,143.0,False,-0.04437872241335909
2004-03-16 21:00:00,177.0,False,1.0094595104027382
2004-03-16 22:00:00,138.0,False,0.6095785553392767
2004-03-16 23:00:00,117.0,False,0.25702718878919684
2004-03-17 00:00:00,107.0,False,0.09812745614354017
2004-03-17 01:00:00,90.0,False,-0.028076652388227128
2004-03-17 02:00:00,79.0,False,0.07938834371380879
2004-03-17 03:00:00,,False,
2004-03-17 04:00:00,,False,
2004-03-17 05:00:00,40.0,False,-0.7754670739268383
2004-03-17 06:00:00,53.0,False,-0.7066188907481464
2004-03-17 07:00:00,84.0,False,-0.32880070544104234
2004-03-17 08:00:00,108.0,False,-0.2596687497761869
2004-03-17 09:00:00,127.0,False,-0.04939709840341547
2004-03-17 10:00:00,134.0,False,0.03375891411934081
2004-03-17 11:00:00,135.0,False,0.1315070128259764
2004-03-17 12:00:00,142.0,False,0.4349242420863499
2004-03-17 13:00:00,153.0,False,0.8223840730200529
2004-03-17 14:00:00,123.0,False,0.15065230542791216
2004-03-17 15:00:00,104.0,False,-0.300544404131479
2004-03-17 16:00:00,129.0,False,0.15032944059067957
2004-03-17 17:00:00,114.0,False,-0.4805099551147958
2004-03-17 18:00:00,158.0,False,0.2798312512425716
2004-03-17 19:00:00,194.0,False,0.9541144179727375
2004-03-17 20:00:00,182.0,False,0.8113449681408823
2004-03-17 21:00:00,180.0,False,1.0753958806214063
2004-03-17 22:00:00,136.0,False,0.5562393458511313
2004-03-17 23:00:00,127.0,False,0.5538208482967222
2004-03-18 00:00:00,116.0,False,0.34585906673542804
2004-03-18 01:00:00,107.0,False,0.42959055157302917
2004-03-18 02:00:00,88.0,False,0.34007079598133344
2004-03-18 03:00:00,,False,
2004-03-18 04:00:00,,False,
2004-03-18 05:00:00,57.0,False,-0.0898724540645363
2004-03-18 06:00:00,71.0,False,-0.006251006616114528
2004-03-18 07:00:00,85.0,False,-0.2969106845646687
2004-03-18 08:00:00,124.0,False,0.08250958643336831
2004-03-18 09:00:00,151.0,False,0.44034739592777566
2004-03-18 10:00:00,150.0,False,0.37216152312285494
2004-03-18 11:00:00,152.0,False,0.5019054631523957
2004-03-18 12:00:00,139.0,False,0.36422903387767963
2004-03-18 13:00:00,133.0,False,0.33858253641385233
2004-03-18 14:00:00,126.0,False,0.2191987298269871
2004-03-18 15:00:00,128.0,False,0.2815226064016386
2004-03-18 16:00:00,169.0,False,1.1359383730271695
2004-03-18 17:00:00,149.0,False,0.3291599031733517
2004-03-18 18:00:00,156.0,False,0.2355795334155733
2004-03-18 19:00:00,168.0,False,0.3911503552608542
2004-03-18 20:00:00,176.0,False,0.6796951695940759
2004-03-18 21:00:00,135.0,False,0.08635032734138438
2004-03-18 22:00:00,121.0,False,0.1561952746900413
2004-03-18 23:00:00,99.0,False,-0.2772013983243488
2004-03-19 00:00:00,106.0,False,0.07060172163333041
2004-03-19 01:00:00,96.0,False,0.13345294900986332
2004-03-19 02:00:00,63.0,False,-0.38404712698401283
2004-03-19 03:00:00,,False,
2004-03-19 04:00:00,,False,
2004-03-19 05:00:00,28.0,False,-1.2594162173590515
2004-03-19 06:00:00,61.0,False,-0.3953442755783545
2004-03-19 07:00:00,99.0,False,0.149549607704563
2004-03-19 08:00:00,157.0,False,0.788252404865576
2004-03-19 09:00:00,166.0,False,0.7464377048847701
2004-03-19 10:00:00,149.0,False,0.3510113600601353
2004-03-19 11:00:00,135.0,False,0.1315070128259764
2004-03-19 12:00:00,127.0,False,0.08144820104299866
2004-03-19 13:00:00,122.0,False,0.072491691280442
2004-03-19 14:00:00,135.0,False,0.4248380030242119
2004-03-19 15:00:00,139.0,False,0.5483033195626509
2004-03-19 16:00:00,147.0,False,0.5938534601871001
2004-03-19 17:00:00,158.0,False,0.5373607238760182
2004-03-19 18:00:00,146.0,False,0.014320944280581933
2004-03-19 19:00:00,144.0,False,-0.1285087795501151
2004-03-19 20:00:00,138.0,False,-0.15408688786903105
2004-03-19 21:00:00,143.0,False,0.2621806479244994
2004-03-19 22:00:00,116.0,False,0.022847250969677938
2004-03-19 23:00:00,109.0,False,0.019592261183176547
2004-03-20 00:00:00,92.0,False,-0.3147585615096063
2004-03-20 01:00:00,83.0,False,-0.21652785401933267
2004-03-20 02:00:00,81.0,False,0.1373177775510365
2004-03-20 03:00:00,,False,
2004-03-20 04:00:00,,False,
2004-03-20 05:00:00,53.0,False,-0.25118883520860735
2004-03-20 06:00:00,67.0,False,-0.16188831420101052
2004-03-20 07:00:00,91.0,False,-0.10557055930642653
2004-03-20 08:00:00,113.0,False,-0.15273801971070092
2004-03-20 09:00:00,102.0,False,-0.5595476133317395
2004-03-20 10:00:00,107.0,False,-0.5372954885740893
2004-03-20 11:00:00,113.0,False,-0.3478321581846838
2004-03-20 12:00:00,108.0,False,-0.36628811761191293
2004-03-20 13:00:00,105.0,False,-0.3387396148348285
2004-03-20 14:00:00,93.0,False,-0.534811938562837
2004-03-20 15:00:00,87.0,False,-0.7128418699257707
2004-03-20 16:00:00,76.0,False,-1.1556023948876697
2004-03-20 17:00:00,94.0,False,-0.9431784455651657
2004-03-20 18:00:00,110.0,False,-0.782209976605387
2004-03-20 19:00:00,136.0,False,-0.30172849115377154
2004-03-20 20:00:00,139.0,False,-0.13214525477789665
2004-03-20 21:00:00,125.0,False,-0.1334375733875094
2004-03-20 22:00:00,111.0,False,-0.11050077275068543
2004-03-20 23:00:00,97.0,False,-0.33656013022585385
2004-03-21 00:00:00,107.0,False,0.09812745614354017
2004-03-21 01:00:00,90.0,False,-0.028076652388227128
2004-03-21 02:00:00,84.0,False,0.22421192830687806
2004-03-21 03:00:00,,False,
2004-03-21 04:00:00,,False,
2004-03-21 05:00:00,66.0,False,0.2730894035096236
2004-03-21 06:00:00,36.0,False,-1.3680774479839544
2004-03-21 07:00:00,62.0,False,-1.0303811647212635
2004-03-21 08:00:00,91.0,False,-0.6232332319988394
2004-03-21 09:00:00,89.0,False,-0.8248258810944681
2004-03-21 10:00:00,93.0,False,-0.8333977714521641
2004-03-21 11:00:00,81.0,False,-1.045052770563826
